tax_id	abundance	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group	estimated counts
344338	0.29552876172245135	uncultured Firmicutes bacterium					Firmicutes	Terrabacteria group	Bacteria				21611.1317584777
152508	0.16612933726824797	uncultured low G+C Gram-positive bacterium					Firmicutes	Terrabacteria group	Bacteria				12148.54004641517
1632536	0.18292450960111004	bacterium YC-ZSS-LKJ141							Bacteria				13376.720613600373
114628	0.0004953305455979313	Alkaliphilus transvaalensis	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				36.22203680793992
1482730	0.0002630266845816647	Alkaliphilus hydrothermalis	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				19.234352363403396
1632593	0.0017488180783783141	bacterium YC-ZSS-LKJ196							Bacteria				127.88581961757097
1632604	0.027749557329066504	bacterium YC-ZSS-LKJ25							Bacteria				2029.2418788026462
375929	0.008076220737486078	Natranaerobius thermophilus	Natranaerobius	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				590.5897938701444
929101	0.0006612206498574754	Natranaerobaculum magadiense	Natranaerobaculum	Natranaerobiaceae	Natranaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				48.3530824621276
172733	0.013063161638383931	uncultured Eubacteriales bacterium			Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				955.2698211301017
198431	0.0034655847712756678	uncultured prokaryote											253.42781756907576
915032	0.0028355008297244835	Clostridia bacterium enrichment culture clone WSC-8				Clostridia	Firmicutes	Terrabacteria group	Bacteria				207.35166917526232
89959	0.018340872054982894	Natronincola histidinovorans	Natronincola	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1341.2129507647342
293326	0.00038002148701209116	uncultured Acetivibrio sp.	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				27.78983128073319
1434881	0.014351199296041416	Orenia chitinitropha	Orenia	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1049.4601509216207
261051	0.0007435146367977684	uncultured Natroniella sp.	Natroniella	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				54.37099484511041
46470	0.0004560012524898937	Halanaerobacter lacunarum	Halanaerobacter	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				33.34600359082846
706427	0.00017278248715869377	Halanaerobacter jeridensis	Halanaerobacter	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				12.6350649384538
723921	0.001784325331840038	Natroniella sulfidigena	Natroniella	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				130.48235854146645
723920	0.00024185112765457583	Natroniella sp. AHT18	Natroniella	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				17.685847411996168
52004	0.015327220358870595	Natroniella acetigena	Natroniella	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1120.83364318313
86473	0.06957463788205279	uncultured Gammaproteobacteria bacterium				Gammaproteobacteria	Proteobacteria		Bacteria				5087.784544400874
168379	0.0006645221355678619	Halorhodospira neutriphila	Halorhodospira	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria		Bacteria				48.594510207671036
1795816	0.0028449333524544224	Candidatus Syntrophonatronum acetioxidans	Candidatus Syntrophonatronum	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				208.04144126493455
273375	0.002457933593100841	uncultured Alkaliphilus sp.	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				179.7413098626852
426129	0.00018842544050987547	Alkaliphilus peptidifermentans	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				13.778987188165663
1454184	0.012815191750722698	Alkaliphilus namsaraevii	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				937.1365271550987
152509	0.009758795509113018	uncultured Bacteroidetes bacterium					Bacteroidetes	FCB group	Bacteria				713.6314391949077
1222000	0.009371103391283483	uncultured Halarsenatibacter sp.	Halarsenatibacter	Halanaerobiaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				685.2806776943874
321763	0.01813052119529377	Halarsenatibacter silvermanii	Halarsenatibacter	Halanaerobiaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1325.8306234482475
1211	0.002844439297817605	uncultured cyanobacterium					Cyanobacteria	Terrabacteria group	Bacteria				208.005312531508
2850	0.000263776473493831	Phaeodactylum tricornutum	Phaeodactylum	Phaeodactylaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Sar	Eukaryota				19.28918217718338
751952	0.0009052566012818745	uncultured Cyanobacterium sp.	Cyanobacterium	Geminocystaceae	Chroococcales		Cyanobacteria	Terrabacteria group	Bacteria				66.19869948193963
172788	0.0009937166621656352	uncultured phototrophic eukaryote							Eukaryota				72.66751835418641
137771	0.0014124936592357867	uncultured diatom					Bacillariophyta	Sar	Eukaryota				103.29142381893537
83428	0.004225739117092992	uncultured Bacillus sp.	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				309.0156244156592
1652101	0.003366321458692905	Polygonibacillus indicireducens	Polygonibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				246.16898930983606
427921	0.0077867597467862855	Bacillus sp. ANL-isoa2	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				569.4223800032407
254346	0.00285044220369423	uncultured Chlorella				Trebouxiophyceae	Chlorophyta	core chlorophytes	Eukaryota				208.44428702954795
153809	0.0003496453307614839	uncultured proteobacterium					Proteobacteria		Bacteria				25.56851410259503
84022	0.0005890066390551806	Clostridium aceticum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				43.07228849418819
38145	0.0015324334577130267	uncultured Gram-positive bacterium							Bacteria				112.0622614621805
42422	0.00022307536002910404	Halobacteroides halobius	Halobacteroides	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				16.31283185284829
164851	0.000611985352638458	uncultured soil bacterium							Bacteria				44.752652882392525
3005	0.0010232223037170366	Rhizosolenia setigera	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Sar	Eukaryota				74.82517740391573
700499	0.002315703823583838	uncultured Clostridiisalibacter sp.	Clostridiisalibacter	Thermohalobacteraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				169.3404735072153
348839	0.0006056299553284045	uncultured Moorella group bacterium		Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				44.28790174330023
1246530	0.0006548945249700323	Calderihabitans maritimus	Calderihabitans	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				47.89047192748355
86189	0.001066894207614282	[Pseudomonas] hibiscicola	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria			Stenotrophomonas maltophilia group	78.0187727202096
1243630	0.0003322927243291334	Arthrobacter sp. G20	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria				24.299570052016538
1260629	0.0174912612504095	Proteinivorax tanatarense	Proteinivorax	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1279.0834614586954
427926	0.0004614987624526224	Dethiobacter alkaliphilus	Dethiobacter	Syntrophomonadaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				33.748020001872916
622674	0.002089350194358967	Desulfitispora alkaliphila	Desulfitispora	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				152.78791166288818
1664035	0.0022625220254104354	Desulfitispora elongata	Desulfitispora	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				165.4514481521889
35869	0.0005220109314873641	Zygnema circumcarinatum	Zygnema	Zygnemataceae	Zygnematales	Zygnemophyceae	Streptophyta		Eukaryota				38.173093386876474
136703	0.00026448419700991624	uncultured rumen bacterium							Bacteria				19.340935874744144
155098	0.0008089788116773939	uncultured compost bacterium							Bacteria				59.158193561532784
244328	0.001769377290482256	uncultured Clostridia bacterium				Clostridia	Firmicutes	Terrabacteria group	Bacteria				129.38925312109595
152507	0.00038126511495152957	uncultured actinobacterium				Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria				27.880774061060503
2731377	0.0159306729375737	Alkalicella caledoniensis	Alkalicella	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				1164.962319905952
34034	0.0010793706193537997	uncultured delta proteobacterium				Deltaproteobacteria	Proteobacteria		Bacteria				78.93113528148531
198439	0.0006386411449872181	uncultured Moorella sp.	Moorella	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				46.7019110094803
264641	0.0004675691263016682	Desulfitibacter alkalitolerans	Desulfitibacter	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				34.19192749906209
59620	0.00030761208180510704	uncultured Clostridium sp.	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				22.494748706162063
1632559	0.00019204371547686412	bacterium YC-ZSS-LKJ164							Bacteria				14.043580781676642
46469	0.0019364555219123325	Orenia marismortui	Orenia	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				141.60718295088313
1519327	0.0002458323691896819	Peptostreptococcaceae bacterium enrichment culture clone EC8-10-2_B10		Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				17.97698366173387
374446	0.0002925141810569727	uncultured Halanaerobiaceae bacterium		Halanaerobiaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				21.390684518153243
215776	0.003185404093948695	uncultured Halanaerobiales bacterium			Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				232.9390451781862
85682	0.00044781486582636963	Anaerobacillus arseniciselenatis	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				32.74735769328493
1548597	0.00016159024703994357	Anaerobacillus alkaliphilus	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				11.816609995289953
472963	0.0019210657713142044	Anaerobacillus alkalidiazotrophicus	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				140.48177665889384
1532552	0.0020568484403047814	Anaerobacillus isosaccharinicus	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				150.41115589416773
393763	0.0008089379968134497	Anaerobacillus alkalilacustris	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				59.155208892977136
531400	0.0010252657598988823	Bacillus sp. JAEA No. 3-2	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				74.97460922412557
946381	0.002172192132227867	Cyanospira capsulata	Cyanospira	Aphanizomenonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				158.84589405342723
165799	0.001078819183403675	Cyanospira rippkae	Cyanospira	Aphanizomenonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria				78.89081042476055
569473	0.0002430240635342965	iron-reducing bacterium enrichment culture clone HN-HFO75							Bacteria				17.7716206940725
203437	0.00047731316593713295	uncultured Gemmatimonadetes bacterium					Gemmatimonadetes	FCB group	Bacteria				34.90447988548472
156406	0.0004388999957797291	uncultured spirochete			Spirochaetales	Spirochaetia	Spirochaetes		Bacteria				32.09543999138425
42448	0.0012478798564160055	Anaerobranca horikoshii	Anaerobranca	Proteinivoraceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				91.25371026013323
1459	0.0018773075084473087	Sporosarcina globispora	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				137.28186617022635
68284	0.00046548079938782866	Streptomyces werraensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria				34.039214416833744
227322	0.00020146685400816724	uncultured Paenibacillus sp.	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				14.732666633055246
208226	0.00290567133770156	Alkaliphilus metalliredigens	Alkaliphilus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				212.483027912102
119484	0.00026080813081418036	Syntrophobacter fumaroxidans	Syntrophobacter	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria		Bacteria				19.072116182048568
1321266	0.00219699928153795	uncultured Anaerobacillus sp.	Anaerobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				160.65996646102568
1156372	0.0002912457730411882	Orenia sp. 1D4	Orenia	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				21.297929645182972
1455636	0.0031364915780793434	uncultured haloalkaliphilic bacterium							Bacteria				229.36221963020816
329911	0.0002581602780954155	uncultured Peptococcaceae bacterium		Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				18.87848665628345
624504	0.00032793768352426257	Bacillus sp. E-172	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				23.98109898307875
624500	0.0007667131686718543	Bacillus sp. E-124	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				56.06743388546669
624507	0.0003138143574303578	Bacillus sp. E-282	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria				22.948302515809775
1323375	0.00015055443426677693	Anoxybacter fermentans	Anoxybacter		Halanaerobiales	Clostridia	Firmicutes	Terrabacteria group	Bacteria				11.009594114626596
1274318	0.00024157986716522793	Haloplasmatales bacterium 4B		Haloplasmataceae	Haloplasmatales	Mollicutes	Tenericutes	Terrabacteria group	Bacteria				17.666010946191623
309164	0.0005486968449931413	uncultured Dunaliella sp.	Dunaliella	Dunaliellaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	core chlorophytes	Eukaryota				40.124554183813444
1632630	0.00016755666738269882	bacterium YC-ZSS-LKJ5							Bacteria				12.252916415694617
